years after 1958,decimal date,CO2 average,deseasonalized,ndays,sdev,unc
61.08333333,2019.0417,411.03,410.69,26,1.26,0.47
61.16666667,2019.125,411.96,410.97,27,1.14,0.42
61.25,2019.2083,412.18,410.71,28,1.12,0.4
61.33333333,2019.2917,413.54,410.92,27,0.6,0.22
61.41666667,2019.375,414.86,411.47,28,0.5,0.18
61.5,2019.4583,414.15,411.74,27,0.36,0.13
61.58333333,2019.5417,411.96,411.64,25,0.81,0.31
61.66666667,2019.625,410.17,412.1,29,0.32,0.11
61.75,2019.7083,408.76,412.26,29,0.35,0.13
61.83333333,2019.7917,408.74,412.09,29,0.31,0.11
61.91666667,2019.875,410.47,412.5,26,0.4,0.15
62,2019.9583,411.97,412.71,31,0.4,0.14
62.08333333,2020.0417,413.59,413.22,29,0.73,0.26
62.16666667,2020.125,414.32,413.4,28,0.69,0.25
62.25,2020.2083,414.72,413.35,26,0.32,0.12
62.33333333,2020.2917,416.42,413.92,28,0.65,0.24
62.41666667,2020.375,417.28,413.98,27,0.61,0.23
62.5,2020.4583,416.58,414.15,27,0.44,0.16
62.58333333,2020.5417,414.58,414.19,30,0.57,0.2
62.66666667,2020.625,412.75,414.6,25,0.25,0.1
62.75,2020.7083,411.5,414.9,29,0.31,0.11
62.83333333,2020.7917,411.49,414.79,30,0.22,0.08
62.91666667,2020.875,413.1,415.11,27,0.81,0.3
63,2020.9583,414.23,414.91,30,0.48,0.17
63.08333333,2021.0417,415.49,415.23,29,0.44,0.16
63.16666667,2021.125,416.72,415.8,28,1.02,0.37
63.25,2021.2083,417.61,416.17,28,0.86,0.31
63.33333333,2021.2917,419.01,416.59,24,1.12,0.44
63.41666667,2021.375,419.09,415.88,28,0.9,0.32
63.5,2021.4583,418.93,416.48,29,0.65,0.23
63.58333333,2021.5417,416.9,416.48,31,0.71,0.24
63.66666667,2021.625,414.42,416.27,25,0.74,0.28
63.75,2021.7083,413.26,416.63,27,0.29,0.11
63.83333333,2021.7917,413.9,417.14,29,0.35,0.12
63.91666667,2021.875,414.97,416.92,30,0.36,0.13
64,2021.9583,416.67,417.37,28,0.48,0.17
64.08333333,2022.0417,418.13,417.86,30,0.72,0.25
64.16666667,2022.125,419.24,418.32,27,0.92,0.34
64.25,2022.2083,418.76,417.31,30,0.78,0.27
64.33333333,2022.2917,420.19,417.67,28,0.86,0.31
64.41666667,2022.375,420.97,417.7,31,0.75,0.26
64.5,2022.4583,420.94,418.47,28,0.3,0.11
64.58333333,2022.5417,418.85,418.41,27,0.57,0.21
64.66666667,2022.625,417.15,419.03,27,0.37,0.13
64.75,2022.7083,415.91,419.3,28,0.41,0.15
64.83333333,2022.7917,415.74,418.97,30,0.27,0.1
64.91666667,2022.875,417.47,419.51,25,0.52,0.2
65,2022.9583,418.99,419.79,24,0.57,0.22
65.08333333,2023.0417,419.47,419.22,31,0.39,0.14
65.16666667,2023.125,420.31,419.39,23,0.7,0.28
65.25,2023.2083,420.99,419.53,30,0.74,0.26
65.33333333,2023.2917,423.31,420.81,27,0.56,0.21
65.41666667,2023.375,424,420.76,31,0.7,0.24
65.5,2023.4583,423.68,421.23,29,0.57,0.2
65.58333333,2023.5417,421.83,421.42,21,0.48,0.2
65.66666667,2023.625,419.68,421.57,21,0.45,0.19
65.75,2023.7083,418.5,421.91,18,0.3,0.14
65.83333333,2023.7917,418.82,422.05,27,0.47,0.17
65.91666667,2023.875,420.46,422.43,21,0.91,0.38
66,2023.9583,421.86,422.61,20,0.69,0.29
66.08333333,2024.0417,422.8,422.56,27,0.7,0.26
66.16666667,2024.125,424.55,423.63,22,1.24,0.51
66.25,2024.2083,425.38,423.92,22,0.99,0.4
66.33333333,2024.2917,426.51,424.02,22,0.99,0.4
66.41666667,2024.375,426.9,423.65,29,0.76,0.27
66.5,2024.4583,426.91,424.46,20,0.65,0.28
66.58333333,2024.5417,425.55,425.14,24,0.69,0.27
66.66666667,2024.625,422.99,424.88,22,1.08,0.44
66.75,2024.7083,422.03,425.44,18,0.41,0.18
66.83333333,2024.7917,422.38,425.62,22,0.35,0.14
66.91666667,2024.875,423.85,425.82,24,0.33,0.13
67,2024.9583,425.4,426.15,28,0.7,0.25
67.08333333,2025.0417,426.65,426.4,29,0.62,0.22
67.16666667,2025.125,427.09,426.16,24,0.64,0.25
67.25,2025.2083,428.15,426.68,27,1.13,0.41
67.33333333,2025.2917,429.64,427.14,23,0.73,0.29
67.41666667,2025.375,430.51,427.26,23,0.39,0.16
67.5,2025.4583,429.61,427.16,26,0.71,0.27
67.58333333,2025.5417,427.87,427.46,24,0.31,0.12
67.66666667,2025.625,425.48,427.37,24,0.38,0.15
67.75,2025.7083,424.37,427.78,19,0.48,0.21
67.83333333,2025.7917,424.87,428.11,19,0.32,0.14
67.91666667,2025.875,426.46,428.43,20,0.69,0.3
68,2025.9583,427.49,428.24,24,0.32,0.12
68.08333333,2026.0417,428.62,428.37,25,0.71,0.27
